author,authorLabel,birthDate,sitelinks
http://www.wikidata.org/entity/Q6061644,Inés Echeverría Bello,1868-12-22T00:00:00Z,12
http://www.wikidata.org/entity/Q11935420,Maria Antònia Salvà,1869-01-01T00:00:00Z,9
http://www.wikidata.org/entity/Q3399032,Francisca Herrera Garrido,1869-03-06T00:00:00Z,11
http://www.wikidata.org/entity/Q3751269,Concha Espina,1869-04-15T00:00:00Z,14
http://www.wikidata.org/entity/Q12266679,Rosario Artola,1869-05-07T00:00:00Z,2
http://www.wikidata.org/entity/Q242905,Liane de Pougy,1869-07-02T00:00:00Z,27
http://www.wikidata.org/entity/Q23054403,Carlota Remfry,1869-09-09T00:00:00Z,4
http://www.wikidata.org/entity/Q2914475,Caterina Albert,1869-09-11T00:00:00Z,44
http://www.wikidata.org/entity/Q5657485,Adelaida Martínez Aguilar,1870-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q42403066,María Manrupe,1870-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q3400958,Eluned Morgan,1870-03-20T00:00:00Z,6
http://www.wikidata.org/entity/Q60830346,Vicenta Lorca Romero,1870-07-25T00:00:00Z,4
http://www.wikidata.org/entity/Q30085278,Carlota Garrido de la Peña,1870-08-02T00:00:00Z,4
http://www.wikidata.org/entity/Q41962162,Regina de Lamo,1870-09-07T00:00:00Z,8
http://www.wikidata.org/entity/Q6782093,María Nieves y Bustamante,1871-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q10878813,Mariana Cox Méndez,1871-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q60824616,Casilda de Antón del Olmet,1871-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q42403074,Leonor Horticou,1872-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q6003731,María Enriqueta Camarillo y Roa de Pereyra,1872-01-19T00:00:00Z,8
http://www.wikidata.org/entity/Q28196633,Mercedes Laura Aguiar,1872-02-16T00:00:00Z,5
http://www.wikidata.org/entity/Q30901806,Matilde Padrós,1873-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q42399692,Cristina Otaegui,1873-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q61434986,Regina Alcaide de Zafra,1873-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q10906633,Sofía Eastman,1873-01-27T00:00:00Z,5
http://www.wikidata.org/entity/Q9098422,Ángeles Vicente,1873-01-29T00:00:00Z,3
http://www.wikidata.org/entity/Q5989709,Magdalena Santiago Fuentes,1873-02-07T00:00:00Z,3
http://www.wikidata.org/entity/Q3394045,Ángeles Sorazu,1873-02-22T00:00:00Z,3
http://www.wikidata.org/entity/Q6697201,Lucila Gamero de Medina,1873-06-12T00:00:00Z,15
http://www.wikidata.org/entity/Q4780478,Rosa Sensat,1873-06-16T00:00:00Z,25
http://www.wikidata.org/entity/Q5577521,Nicolle Garay,1873-09-10T00:00:00Z,7
http://www.wikidata.org/entity/Q42400834,Elina Blixen,1874-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q3290933,Maria Doménech,1874-04-21T00:00:00Z,6
http://www.wikidata.org/entity/Q8248634,Blanca Santa Cruz Ossa,1874-04-23T00:00:00Z,4
http://www.wikidata.org/entity/Q3816879,María de la O Lejárraga,1874-12-28T00:00:00Z,19
http://www.wikidata.org/entity/Q2154933,Rita de Acosta Lydig,1875-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q81620054,Melchora Herrero,1875-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q123013829,Olimpia Cobos Losúa,1875-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q20005709,Maria Lluïsa Ponsa,1875-02-10T00:00:00Z,5
http://www.wikidata.org/entity/Q96390466,Josefina Oliver,1875-03-01T00:00:00Z,3
http://www.wikidata.org/entity/Q3136707,María Eugenia Vaz Ferreira,1875-07-13T00:00:00Z,13
http://www.wikidata.org/entity/Q26310349,María Vinyals,1875-08-24T00:00:00Z,6
http://www.wikidata.org/entity/Q7367460,Rosaura Zapata,1876-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q81620391,María de Atocha Ossorio y Gallardo,1876-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q133184602,Leonor Espinoza de Menéndez,1876-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q17462612,Regina Opisso,1876-01-21T00:00:00Z,5
http://www.wikidata.org/entity/Q17478062,Ángela Graupera,1876-06-09T00:00:00Z,2
http://www.wikidata.org/entity/Q115696223,Isabel Alfonso Candela,1876-11-24T00:00:00Z,1
http://www.wikidata.org/entity/Q12816071,Erzsi Somló,1877-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q21987213,María Torres Frías,1877-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q13147757,María Balbín de Rodríguez,1877-03-17T00:00:00Z,2
http://www.wikidata.org/entity/Q4822525,Aurora Cáceres,1877-03-29T00:00:00Z,10
http://www.wikidata.org/entity/Q91793115,Sofía Blasco,1877-04-02T00:00:00Z,2
http://www.wikidata.org/entity/Q3817171,Juana Borrero,1877-05-17T00:00:00Z,12
http://www.wikidata.org/entity/Q29075043,Felisa Lisasola,1877-10-31T00:00:00Z,2
http://www.wikidata.org/entity/Q18603581,Renée Lafont,1877-11-04T00:00:00Z,8
http://www.wikidata.org/entity/Q5368524,Elysa Ayala González,1878-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q9029960,María Cambrils,1878-01-01T00:00:00Z,9
http://www.wikidata.org/entity/Q23419015,Ernestina Méndez Reissig,1878-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q42403551,María Morrison de Parker,1878-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q100366480,Ana María Valverde,1878-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q19854161,Sarah Lorenzana,1878-04-01T00:00:00Z,4
http://www.wikidata.org/entity/Q6068245,María Jesús Alvarado Rivera,1878-05-27T00:00:00Z,13
http://www.wikidata.org/entity/Q5573879,Isabel Oyarzábal,1878-06-12T00:00:00Z,12
http://www.wikidata.org/entity/Q4764318,Angélica Palma,1878-11-24T00:00:00Z,9
http://www.wikidata.org/entity/Q29419594,María Espínola,1878-12-04T00:00:00Z,2
http://www.wikidata.org/entity/Q18224305,Pilar Millán-Astray,1879-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q12970135,Rosa Sevilla de Alvero,1879-03-04T00:00:00Z,6
http://www.wikidata.org/entity/Q83296309,Sara Casal de Quirós,1879-09-06T00:00:00Z,2
http://www.wikidata.org/entity/Q515625,Luisa Capetillo,1879-10-28T00:00:00Z,13
http://www.wikidata.org/entity/Q50738599,Josefina Bolinaga,1880-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q346216,Ada María Elflein,1880-02-22T00:00:00Z,8
http://www.wikidata.org/entity/Q6171822,Zoraida Díaz de Schtronn,1880-03-01T00:00:00Z,3
http://www.wikidata.org/entity/Q9029953,María Barbeito,1880-03-02T00:00:00Z,6
http://www.wikidata.org/entity/Q9092972,Vera Zouroff,1880-07-18T00:00:00Z,5
http://www.wikidata.org/entity/Q24013832,Elsie Spicer Eells,1880-09-21T00:00:00Z,4
http://www.wikidata.org/entity/Q8346978,Clotilde González de Fernández,1880-09-24T00:00:00Z,4
http://www.wikidata.org/entity/Q5752477,Carmen Carriedo de Soto,1880-11-06T00:00:00Z,1
http://www.wikidata.org/entity/Q20744861,Sara Estela Ramírez,1881-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q29075147,Laura Cortinas,1881-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q42404575,María V. de Müller,1881-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q45027026,Bertha Koessler-Ilg,1881-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q1865556,Andrea Villarreal,1881-01-20T00:00:00Z,10
http://www.wikidata.org/entity/Q20876784,Francesca Torrent,1881-04-18T00:00:00Z,4
http://www.wikidata.org/entity/Q5697580,Antonia Maymón,1881-07-18T00:00:00Z,6
http://www.wikidata.org/entity/Q27869440,Matilde Ras,1881-09-01T00:00:00Z,7
http://www.wikidata.org/entity/Q21081352,Sara Llorens Carreres,1881-11-05T00:00:00Z,4
http://www.wikidata.org/entity/Q96607275,María Cruz Ebro,1881-12-09T00:00:00Z,1
http://www.wikidata.org/entity/Q3021555,Delfina Bunge,1881-12-24T00:00:00Z,24
http://www.wikidata.org/entity/Q7925102,Vicenta Castro Cambón,1882-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q42382109,Nona Martínez Corra de Melo,1882-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q132277602,Q132277602,1882-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q6003633,María Domínguez,1882-04-01T00:00:00Z,13
http://www.wikidata.org/entity/Q42382175,Basilisa Fernández Morales,1882-07-24T00:00:00Z,0
http://www.wikidata.org/entity/Q13147754,María Teresa Villaverde,1882-12-21T00:00:00Z,1
http://www.wikidata.org/entity/Q8354492,Delie Rouge,1883-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q7702235,Teresa Villarreal,1883-01-01T00:00:00Z,11
http://www.wikidata.org/entity/Q16976804,Maria Mayol i Colom,1883-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q20100251,Aina Villalonga Zaydin,1883-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q42405472,María Herminia Sabbia y Oribe,1883-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q57305107,Margarita Losada Pardo,1883-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q63038411,Flora Osete,1883-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q67170674,Azcaria Prieto de Castro,1883-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q16585662,Julia Nava de Ruisánchez,1883-02-02T00:00:00Z,4
http://www.wikidata.org/entity/Q6010854,Mercedes Gallagher,1883-03-26T00:00:00Z,2
http://www.wikidata.org/entity/Q76879616,Leonor Allende,1883-04-11T00:00:00Z,2
http://www.wikidata.org/entity/Q5831483,Emma Day,1883-05-26T00:00:00Z,1
http://www.wikidata.org/entity/Q42382230,Clelia Vitale D´Amico,1883-07-16T00:00:00Z,1
http://www.wikidata.org/entity/Q6010925,Mercedes Pinto,1883-10-12T00:00:00Z,8
http://www.wikidata.org/entity/Q125581918,Myra Evans,1883-11-01T00:00:00Z,0
http://www.wikidata.org/entity/Q3753265,Carmen Baroja,1883-12-10T00:00:00Z,13
http://www.wikidata.org/entity/Q5984677,Luisa Luisi,1883-12-14T00:00:00Z,8
http://www.wikidata.org/entity/Q20876510,Maria Pi Sunyer,1883-12-16T00:00:00Z,1
http://www.wikidata.org/entity/Q5712108,Aurora Fuster Gallardo,1884-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q12390741,Isabel López Lajas,1884-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q57316476,Eulalia Vicenti,1884-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q106520973,Elvira Nosari,1884-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q56670860,Isabel Arbildi de de la Fuente,1884-02-10T00:00:00Z,0
http://www.wikidata.org/entity/Q64918010,Jeanne Guesdon,1884-02-10T00:00:00Z,0
http://www.wikidata.org/entity/Q42382272,Aurora Curbelo Larrosa,1884-03-03T00:00:00Z,0
http://www.wikidata.org/entity/Q5941871,Matilde de la Torre,1884-03-14T00:00:00Z,8
http://www.wikidata.org/entity/Q5830815,Emilia Bernal,1884-05-08T00:00:00Z,7
http://www.wikidata.org/entity/Q20876509,Maria Pi Ferrer,1884-06-27T00:00:00Z,3
http://www.wikidata.org/entity/Q42382284,María Armand Ugón,1884-07-23T00:00:00Z,0
http://www.wikidata.org/entity/Q12265981,Pilar de Zubiaurre,1884-07-24T00:00:00Z,7
http://www.wikidata.org/entity/Q60162095,Hélène Josephine Harvitt,1884-11-12T00:00:00Z,1
http://www.wikidata.org/entity/Q5657464,Adela Carbone,1884-12-13T00:00:00Z,5
http://www.wikidata.org/entity/Q12261319,Karmele Errazti,1885-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q42405593,María Carmen Izcua,1885-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q56641354,Margarita Astray Reguera,1885-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q42382338,Ana Bruzzone de Scarone,1885-02-22T00:00:00Z,0
http://www.wikidata.org/entity/Q3408576,Prudencia Ayala,1885-04-28T00:00:00Z,23
http://www.wikidata.org/entity/Q20002480,Germaine Rebours,1885-10-13T00:00:00Z,4
